product_type,variant,sku,product_price,actual_drop_date,drop_month,print,season,drop_time_holiday,print_gender,product_gender,main_color,designcat,designelement,returning_cohort,first_time_cohort,returning_sales,first_time_sales,rc_total,ft_total,rc_sales_total,ft_sales_total,order_quantity,confidence_score,sold_amount_14,sold_amount_30,sold_amount_45,sold_amount_60,sold_amount_75,sold_amount_90,sellout_flg,marketing_spend_drop,marketing_flag,convertible_romper_in_drop,pajama_set_in_drop,romper_in_drop,footie_in_drop,prints_in_drop,corrected_order_amt,total_sales_drop,proportion,order_proportion
Romper,18 - 24 Months,6390,36.0,2022-07-06,7,Hum Away With Me,Fall,Regular,Girl,Neutral,Pink,Hummingbird,Animals,708,387,1263.0,553.0,7649,9422,39839.0,25903.0,80,A,119.0,131.0,137.0,144.0,153.0,159.0,1,409.69722222222214,1,0,0,1,1,3,160,3800.0,0.041842105263157896,0.037914691943127965
Pajama Set,5/6Y,6401,39.0,2022-07-06,7,Hum Away With Me,Fall,Regular,Girl,Neutral,Pink,Hummingbird,Animals,236,147,352.0,167.0,7649,9422,39839.0,25903.0,50,A,47.0,65.0,81.0,84.0,85.0,88.0,0,409.69722222222214,1,0,1,0,0,3,50,3800.0,0.023157894736842106,0.023696682464454975
Mom Pants,L,6406,38.0,2022-07-06,7,Hum Away With Me,Spring,Regular,Girl,Adult Wear - Women,Pink,Hummingbird,Animals,122,60,141.0,63.0,7649,9422,39839.0,25903.0,80,A,46.0,59.0,61.0,68.0,69.0,73.0,0,409.69722222222214,1,0,0,0,0,3,80,3800.0,0.019210526315789473,0.037914691943127965
Pajama Set,9/10Y,6403,39.0,2022-07-06,7,Hum Away With Me,Winter,Regular,Girl,Neutral,Pink,Hummingbird,Animals,59,29,82.0,36.0,7649,9422,39839.0,25903.0,40,A,24.0,35.0,38.0,40.0,42.0,44.0,0,409.69722222222214,1,0,1,0,0,3,40,3800.0,0.011578947368421053,0.018957345971563982
Romper,12 - 18 Months,6389,36.0,2022-07-06,7,Hum Away With Me,Fall,Regular,Girl,Neutral,Pink,Hummingbird,Animals,852,617,1571.0,876.0,7649,9422,39839.0,25903.0,90,A,135.0,154.0,171.0,186.0,198.0,207.0,1,409.69722222222214,1,0,0,1,1,3,180,3800.0,0.05447368421052631,0.04265402843601896
Footie,18 - 24 Months,6383,36.0,2022-07-06,7,Hum Away With Me,Winter,Regular,Girl,Neutral,Pink,Hummingbird,Animals,708,387,1263.0,553.0,7649,9422,39839.0,25903.0,80,A,114.0,140.0,156.0,163.0,176.0,192.0,1,409.69722222222214,1,0,0,1,1,3,160,3800.0,0.05052631578947368,0.037914691943127965
Mom Pants,2XL,6408,38.0,2022-07-06,7,Hum Away With Me,Winter,Regular,Girl,Adult Wear - Women,Pink,Hummingbird,Animals,60,35,82.0,43.0,7649,9422,39839.0,25903.0,50,A,26.0,39.0,40.0,42.0,43.0,45.0,0,409.69722222222214,1,0,0,0,0,3,50,3800.0,0.011842105263157895,0.023696682464454975
Mom Pants,S,6404,38.0,2022-07-06,7,Hum Away With Me,Spring,Regular,Girl,Adult Wear - Women,Pink,Hummingbird,Animals,116,49,134.0,46.0,7649,9422,39839.0,25903.0,50,A,46.0,46.0,46.0,46.0,46.0,46.0,0,409.69722222222214,1,0,0,0,0,3,50,3800.0,0.012105263157894737,0.023696682464454975
Footie,0 - 3 Months,6378,36.0,2022-07-06,7,Hum Away With Me,Fall,Regular,Girl,Neutral,Pink,Hummingbird,Animals,271,505,398.0,663.0,7649,9422,39839.0,25903.0,90,A,126.0,201.0,225.0,224.0,224.0,224.0,1,409.69722222222214,1,0,0,1,1,3,180,3800.0,0.05894736842105263,0.04265402843601896
Baby Dress,2T,4355,38.0,2022-10-05,10,Instaham Worthy,Winter,Regular,Neutral,Girl,White,Pigs,Animals,2341,1313,5132.0,1696.0,11658,19494,76237.0,51916.0,50,C,0.0,0.0,1.0,1.0,2.0,2.0,0,,0,0,0,1,1,4,50,1005.0,0.001990049751243781,0.03496503496503497
Romper,12 - 18 Months,4348,36.0,2022-10-05,10,Instaham Worthy,Spring,Regular,Neutral,Neutral,White,Pigs,Animals,2206,1811,4654.0,2533.0,11658,19494,76237.0,51916.0,60,C,18.0,20.0,47.0,60.0,63.0,62.0,0,,0,0,0,1,1,4,60,1005.0,0.061691542288557215,0.04195804195804196
Romper,3 - 6 Months,4345,36.0,2022-10-05,10,Instaham Worthy,Winter,Regular,Neutral,Neutral,White,Pigs,Animals,1318,2809,2559.0,3895.0,11658,19494,76237.0,51916.0,80,C,11.0,14.0,26.0,30.0,31.0,33.0,0,,0,0,0,1,1,4,80,1005.0,0.03283582089552239,0.055944055944055944
Footie,12 - 18 Months,4341,36.0,2022-10-05,10,Instaham Worthy,Fall,Regular,Neutral,Neutral,White,Pigs,Animals,2206,1811,4654.0,2533.0,11658,19494,76237.0,51916.0,100,C,13.0,14.0,60.0,103.0,102.0,101.0,0,,0,0,0,1,1,4,100,1005.0,0.10049751243781095,0.06993006993006994
Footie,2T,4343,36.0,2022-10-05,10,Instaham Worthy,Winter,Regular,Neutral,Neutral,White,Pigs,Animals,2341,1313,5132.0,1696.0,11658,19494,76237.0,51916.0,80,C,6.0,6.0,38.0,69.0,70.0,72.0,0,,0,0,0,1,1,4,80,1005.0,0.07164179104477612,0.055944055944055944
Romper,18 - 24 Months,4349,36.0,2022-10-05,10,Instaham Worthy,Winter,Regular,Neutral,Neutral,White,Pigs,Animals,2281,1672,4567.0,2313.0,11658,19494,76237.0,51916.0,60,C,13.0,14.0,43.0,56.0,54.0,56.0,0,,0,0,0,1,1,4,60,1005.0,0.05572139303482587,0.04195804195804196
Romper,6 - 9 Months,4346,36.0,2022-10-05,10,Instaham Worthy,Winter,Regular,Neutral,Neutral,White,Pigs,Animals,1308,2288,2303.0,3092.0,11658,19494,76237.0,51916.0,80,C,13.0,14.0,25.0,30.0,33.0,33.0,0,,0,0,0,1,1,4,80,1005.0,0.03283582089552239,0.055944055944055944
Romper,0 - 3 Months,4344,36.0,2022-10-05,10,Instaham Worthy,Spring,Regular,Neutral,Neutral,White,Pigs,Animals,900,1846,1415.0,2438.0,11658,19494,76237.0,51916.0,60,C,3.0,3.0,5.0,7.0,7.0,8.0,0,,0,0,0,1,1,4,60,1005.0,0.007960199004975124,0.04195804195804196
Footie,3 - 6 Months,4338,36.0,2022-10-05,10,Instaham Worthy,Fall,Regular,Neutral,Neutral,White,Pigs,Animals,1318,2809,2559.0,3895.0,11658,19494,76237.0,51916.0,100,C,14.0,16.0,71.0,104.0,104.0,104.0,0,,0,0,0,1,1,4,100,1005.0,0.10348258706467661,0.06993006993006994
Romper,2T,4350,36.0,2022-10-05,10,Instaham Worthy,Fall,Regular,Neutral,Neutral,White,Pigs,Animals,2341,1313,5132.0,1696.0,11658,19494,76237.0,51916.0,40,C,23.0,28.0,39.0,43.0,43.0,43.0,0,,0,0,0,1,1,4,40,1005.0,0.042786069651741296,0.027972027972027972
Footie,6 - 9 Months,4339,36.0,2022-10-05,10,Instaham Worthy,Summer,Regular,Neutral,Neutral,White,Pigs,Animals,1308,2288,2303.0,3092.0,11658,19494,76237.0,51916.0,100,C,8.0,9.0,57.0,104.0,104.0,103.0,0,,0,0,0,1,1,4,100,1005.0,0.10248756218905472,0.06993006993006994
Baby Dress,18 - 24 Months,4354,38.0,2022-10-05,10,Instaham Worthy,Fall,Regular,Neutral,Girl,White,Pigs,Animals,2281,1672,4567.0,2313.0,11658,19494,76237.0,51916.0,50,C,8.0,8.0,11.0,13.0,13.0,13.0,0,,0,0,0,1,1,4,50,1005.0,0.012935323383084577,0.03496503496503497
Baby Dress,12 - 18 Months,4353,38.0,2022-10-05,10,Instaham Worthy,Winter,Regular,Neutral,Girl,White,Pigs,Animals,2206,1811,4654.0,2533.0,11658,19494,76237.0,51916.0,50,C,5.0,6.0,9.0,11.0,11.0,11.0,0,,0,0,0,1,1,4,50,1005.0,0.010945273631840797,0.03496503496503497
Baby Dress,3 - 6 Months,4351,38.0,2022-10-05,10,Instaham Worthy,Fall,Regular,Neutral,Girl,White,Pigs,Animals,1318,2809,2559.0,3895.0,11658,19494,76237.0,51916.0,40,C,0.0,1.0,1.0,1.0,1.0,1.0,0,,0,0,0,1,1,4,40,1005.0,0.0009950248756218905,0.027972027972027972
Baby Dress,6 - 12 Months,4352,38.0,2022-10-05,10,Instaham Worthy,Summer,Regular,Neutral,Girl,White,Pigs,Animals,839,518,1471.0,608.0,11658,19494,76237.0,51916.0,60,C,5.0,5.0,6.0,7.0,8.0,8.0,0,,0,0,0,0,0,4,60,1005.0,0.007960199004975124,0.04195804195804196
Footie,Newborn,4336,36.0,2022-10-05,10,Instaham Worthy,Winter,Regular,Neutral,Neutral,White,Pigs,Animals,389,625,557.0,759.0,11658,19494,76237.0,51916.0,60,C,4.0,8.0,22.0,39.0,40.0,41.0,0,,0,0,0,0,1,4,60,1005.0,0.04079601990049751,0.04195804195804196
Footie,9 - 12 Months,4340,36.0,2022-10-05,10,Instaham Worthy,Spring,Regular,Neutral,Neutral,White,Pigs,Animals,1495,1798,2746.0,2508.0,11658,19494,76237.0,51916.0,100,C,14.0,16.0,68.0,104.0,103.0,101.0,0,,0,0,0,1,1,4,100,1005.0,0.10049751243781095,0.06993006993006994
Romper,9 - 12 Months,4347,36.0,2022-10-05,10,Instaham Worthy,Winter,Regular,Neutral,Neutral,White,Pigs,Animals,1495,1798,2746.0,2508.0,11658,19494,76237.0,51916.0,80,C,15.0,17.0,31.0,43.0,46.0,47.0,0,,0,0,0,1,1,4,80,1005.0,0.046766169154228855,0.055944055944055944
Footie,0 - 3 Months,4337,36.0,2022-10-05,10,Instaham Worthy,Winter,Regular,Neutral,Neutral,White,Pigs,Animals,900,1846,1415.0,2438.0,11658,19494,76237.0,51916.0,80,C,12.0,14.0,55.0,76.0,75.0,75.0,0,,0,0,0,1,1,4,80,1005.0,0.07462686567164178,0.055944055944055944
Footie,18 - 24 Months,4342,36.0,2022-10-05,10,Instaham Worthy,Winter,Regular,Neutral,Neutral,White,Pigs,Animals,2281,1672,4567.0,2313.0,11658,19494,76237.0,51916.0,100,C,11.0,13.0,55.0,90.0,90.0,91.0,0,,0,0,0,1,1,4,100,1005.0,0.09054726368159204,0.06993006993006994
Romper,12 - 18 Months,10936,36.0,2023-08-30,8,Mother of Dragons,Fall,Regular,Neutral,Neutral,Dark Green,Dragon,Scales,1778,1747,3559.0,2521.0,10313,14775,84634.0,50565.0,40,B,30.0,30.0,30.0,31.0,31.0,41.0,0,,0,0,0,1,1,2,40,963.0,0.04257528556593977,0.038834951456310676
Baby Dress,3 - 6 Months,10939,38.0,2023-08-30,8,Mother of Dragons,Fall,Regular,Neutral,Girl,Dark Green,Dragon,Scales,1122,2340,1979.0,3279.0,10313,14775,84634.0,50565.0,20,B,8.0,8.0,8.0,8.0,9.0,10.0,0,,0,0,0,1,1,2,20,963.0,0.010384215991692628,0.019417475728155338
Footie,Newborn,10924,36.0,2023-08-30,8,Mother of Dragons,Fall,Regular,Neutral,Neutral,Dark Green,Dragon,Scales,299,630,425.0,790.0,10313,14775,84634.0,50565.0,25,B,10.0,15.0,15.0,15.0,15.0,16.0,0,,0,0,0,0,1,2,25,963.0,0.016614745586708203,0.024271844660194174
Romper,18 - 24 Months,10937,36.0,2023-08-30,8,Mother of Dragons,Fall,Regular,Neutral,Neutral,Dark Green,Dragon,Scales,1760,1185,3416.0,1740.0,10313,14775,84634.0,50565.0,40,B,30.0,30.0,30.0,31.0,31.0,41.0,0,,0,0,0,1,1,2,40,963.0,0.04257528556593977,0.038834951456310676
Pajama Set,2T,10944,39.0,2023-08-30,8,Mother of Dragons,Fall,Regular,Neutral,Neutral,Dark Green,Dragon,Scales,2326,1152,4923.0,1612.0,10313,14775,84634.0,50565.0,50,B,51.0,51.0,51.0,51.0,51.0,52.0,1,,0,0,1,1,1,2,100,963.0,0.05399792315680166,0.04854368932038835
Footie,2T,10931,36.0,2023-08-30,8,Mother of Dragons,Fall,Regular,Neutral,Neutral,Dark Green,Dragon,Scales,2326,1152,4923.0,1612.0,10313,14775,84634.0,50565.0,20,B,7.0,7.0,7.0,8.0,8.0,9.0,0,,0,0,1,1,1,2,20,963.0,0.009345794392523364,0.019417475728155338
Pajama Set,5/6Y,10947,39.0,2023-08-30,8,Mother of Dragons,Fall,Regular,Neutral,Neutral,Dark Green,Dragon,Scales,988,552,1795.0,691.0,10313,14775,84634.0,50565.0,30,B,31.0,31.0,31.0,31.0,31.0,31.0,1,,0,0,1,0,0,2,60,963.0,0.032191069574247146,0.02912621359223301
Baby Dress,2T,10943,38.0,2023-08-30,8,Mother of Dragons,Fall,Regular,Neutral,Girl,Dark Green,Dragon,Scales,2326,1152,4923.0,1612.0,10313,14775,84634.0,50565.0,20,B,10.0,10.0,10.0,10.0,10.0,21.0,0,,0,0,1,1,1,2,20,963.0,0.021806853582554516,0.019417475728155338
Footie,3 - 6 Months,10926,36.0,2023-08-30,8,Mother of Dragons,Fall,Regular,Neutral,Neutral,Dark Green,Dragon,Scales,1122,2340,1979.0,3279.0,10313,14775,84634.0,50565.0,75,B,53.0,72.0,72.0,72.0,73.0,74.0,0,,0,0,0,1,1,2,75,963.0,0.07684319833852545,0.07281553398058252
Footie,6 - 9 Months,10927,36.0,2023-08-30,8,Mother of Dragons,Fall,Regular,Neutral,Neutral,Dark Green,Dragon,Scales,991,1842,1752.0,2561.0,10313,14775,84634.0,50565.0,60,B,34.0,52.0,53.0,53.0,53.0,53.0,0,,0,0,0,1,1,2,60,963.0,0.055036344755970926,0.05825242718446602
Footie,18 - 24 Months,10930,36.0,2023-08-30,8,Mother of Dragons,Fall,Regular,Neutral,Neutral,Dark Green,Dragon,Scales,1760,1185,3416.0,1740.0,10313,14775,84634.0,50565.0,40,B,29.0,29.0,29.0,30.0,30.0,30.0,0,,0,0,0,1,1,2,40,963.0,0.03115264797507788,0.038834951456310676
Footie,9 - 12 Months,10928,36.0,2023-08-30,8,Mother of Dragons,Fall,Regular,Neutral,Neutral,Dark Green,Dragon,Scales,1136,1628,1934.0,2223.0,10313,14775,84634.0,50565.0,60,B,43.0,49.0,50.0,50.0,50.0,51.0,0,,0,0,0,1,1,2,60,963.0,0.0529595015576324,0.05825242718446602
Pajama Set,4T,10946,39.0,2023-08-30,8,Mother of Dragons,Fall,Regular,Neutral,Neutral,Dark Green,Dragon,Scales,1340,676,2607.0,866.0,10313,14775,84634.0,50565.0,50,B,52.0,51.0,52.0,52.0,52.0,53.0,1,,0,0,1,0,0,2,100,963.0,0.055036344755970926,0.04854368932038835
Baby Dress,18 - 24 Months,10942,38.0,2023-08-30,8,Mother of Dragons,Winter,Regular,Neutral,Girl,Dark Green,Dragon,Scales,1760,1185,3416.0,1740.0,10313,14775,84634.0,50565.0,20,B,9.0,9.0,9.0,10.0,10.0,20.0,0,,0,0,0,1,1,2,20,963.0,0.020768431983385256,0.019417475728155338
Romper,3 - 6 Months,10933,36.0,2023-08-30,8,Mother of Dragons,Fall,Regular,Neutral,Neutral,Dark Green,Dragon,Scales,1122,2340,1979.0,3279.0,10313,14775,84634.0,50565.0,60,B,30.0,49.0,50.0,51.0,51.0,61.0,0,,0,0,0,1,1,2,60,963.0,0.06334371754932502,0.05825242718446602
Pajama Set,7/8Y,10948,39.0,2023-08-30,8,Mother of Dragons,Winter,Regular,Neutral,Neutral,Dark Green,Dragon,Scales,642,412,1187.0,516.0,10313,14775,84634.0,50565.0,20,B,9.0,9.0,9.0,9.0,9.0,9.0,0,,0,0,1,0,0,2,20,963.0,0.009345794392523364,0.019417475728155338
Footie,12 - 18 Months,10929,36.0,2023-08-30,8,Mother of Dragons,Fall,Regular,Neutral,Neutral,Dark Green,Dragon,Scales,1778,1747,3559.0,2521.0,10313,14775,84634.0,50565.0,60,B,52.0,52.0,52.0,52.0,52.0,55.0,0,,0,0,0,1,1,2,60,963.0,0.05711318795430945,0.05825242718446602
Pajama Set,3T,10945,39.0,2023-08-30,8,Mother of Dragons,Fall,Regular,Neutral,Neutral,Dark Green,Dragon,Scales,1547,602,2943.0,758.0,10313,14775,84634.0,50565.0,45,B,49.0,48.0,49.0,49.0,49.0,50.0,1,,0,0,1,0,0,2,90,963.0,0.05192107995846314,0.043689320388349516
Romper,2T,10938,36.0,2023-08-30,8,Mother of Dragons,Winter,Regular,Neutral,Neutral,Dark Green,Dragon,Scales,2326,1152,4923.0,1612.0,10313,14775,84634.0,50565.0,35,B,27.0,27.0,27.0,27.0,27.0,37.0,0,,0,0,1,1,1,2,35,963.0,0.03842159916926272,0.03398058252427184
Romper,9 - 12 Months,10935,36.0,2023-08-30,8,Mother of Dragons,Fall,Regular,Neutral,Neutral,Dark Green,Dragon,Scales,1136,1628,1934.0,2223.0,10313,14775,84634.0,50565.0,60,B,55.0,55.0,55.0,55.0,55.0,65.0,0,,0,0,0,1,1,2,60,963.0,0.06749740394600208,0.05825242718446602
Footie,0 - 3 Months,10925,36.0,2023-08-30,8,Mother of Dragons,Fall,Regular,Neutral,Neutral,Dark Green,Dragon,Scales,613,1544,952.0,2102.0,10313,14775,84634.0,50565.0,50,B,36.0,43.0,43.0,43.0,43.0,44.0,0,,0,0,0,1,1,2,50,963.0,0.04569055036344756,0.04854368932038835
Baby Dress,12 - 18 Months,10941,38.0,2023-08-30,8,Mother of Dragons,Fall,Regular,Neutral,Girl,Dark Green,Dragon,Scales,1778,1747,3559.0,2521.0,10313,14775,84634.0,50565.0,20,B,9.0,9.0,9.0,9.0,10.0,20.0,0,,0,0,0,1,1,2,20,963.0,0.020768431983385256,0.019417475728155338
Romper,0 - 3 Months,10932,36.0,2023-08-30,8,Mother of Dragons,Winter,Regular,Neutral,Neutral,Dark Green,Dragon,Scales,613,1544,952.0,2102.0,10313,14775,84634.0,50565.0,35,B,10.0,14.0,23.0,25.0,25.0,35.0,0,,0,0,0,1,1,2,35,963.0,0.036344755970924195,0.03398058252427184
Pajama Set,9/10Y,10949,39.0,2023-08-30,8,Mother of Dragons,Fall,Regular,Neutral,Neutral,Dark Green,Dragon,Scales,418,257,757.0,332.0,10313,14775,84634.0,50565.0,20,B,10.0,10.0,10.0,10.0,10.0,10.0,0,,0,0,1,0,0,2,20,963.0,0.010384215991692628,0.019417475728155338
Romper,6 - 9 Months,10934,36.0,2023-08-30,8,Mother of Dragons,Winter,Regular,Neutral,Neutral,Dark Green,Dragon,Scales,991,1842,1752.0,2561.0,10313,14775,84634.0,50565.0,55,B,47.0,46.0,46.0,47.0,47.0,57.0,0,,0,0,0,1,1,2,55,963.0,0.059190031152647975,0.05339805825242718
Baby Dress,6 - 12 Months,10940,38.0,2023-08-30,8,Mother of Dragons,Winter,Regular,Neutral,Girl,Dark Green,Dragon,Scales,685,479,1010.0,547.0,10313,14775,84634.0,50565.0,20,B,9.0,9.0,9.0,9.0,9.0,18.0,0,,0,0,0,0,0,2,20,963.0,0.018691588785046728,0.019417475728155338
Toddler Dress,9/10Y,7629,52.0,2022-09-21,9,Pencil Me In,Winter,Regular,Neutral,Girl,Multi Color / Others,Pencils,Writing,321,212,501.0,246.0,10769,16824,69194.0,46146.0,30,C,2.0,2.0,2.0,3.0,5.0,5.0,0,,0,0,1,0,0,3,30,1144.0,0.004370629370629371,0.014492753623188406
Mom Pants,XL,7633,38.0,2022-09-21,9,Pencil Me In,Summer,Regular,Neutral,Adult Wear - Women,Multi Color / Others,Pencils,Writing,581,330,946.0,459.0,10769,16824,69194.0,46146.0,40,C,6.0,6.0,7.0,10.0,14.0,16.0,0,,0,0,0,0,0,3,40,1144.0,0.013986013986013986,0.01932367149758454
Pajama Set,5/6Y,7621,39.0,2022-09-21,9,Pencil Me In,Spring,Regular,Neutral,Neutral,Multi Color / Others,Pencils,Writing,706,471,1123.0,547.0,10769,16824,69194.0,46146.0,40,C,9.0,9.0,9.0,19.0,21.0,23.0,0,,0,0,1,0,0,3,40,1144.0,0.020104895104895104,0.01932367149758454
Toddler Dress,4T,7626,52.0,2022-09-21,9,Pencil Me In,Summer,Regular,Neutral,Girl,Multi Color / Others,Pencils,Writing,931,539,1563.0,651.0,10769,16824,69194.0,46146.0,60,C,9.0,9.0,9.0,12.0,18.0,18.0,0,,0,0,1,0,0,3,60,1144.0,0.015734265734265736,0.028985507246376812
Romper,18 - 24 Months,7611,36.0,2022-09-21,9,Pencil Me In,Winter,Regular,Neutral,Neutral,Multi Color / Others,Pencils,Writing,2216,1382,4371.0,1888.0,10769,16824,69194.0,46146.0,60,C,18.0,19.0,20.0,56.0,57.0,60.0,0,,0,0,0,1,1,3,60,1144.0,0.05244755244755245,0.028985507246376812
Pajama Set,4T,7620,39.0,2022-09-21,9,Pencil Me In,Winter,Regular,Neutral,Neutral,Multi Color / Others,Pencils,Writing,931,539,1563.0,651.0,10769,16824,69194.0,46146.0,60,C,14.0,13.0,14.0,27.0,34.0,34.0,0,,0,0,1,0,0,3,60,1144.0,0.02972027972027972,0.028985507246376812
Mom Pants,2XL,7634,38.0,2022-09-21,9,Pencil Me In,Winter,Regular,Neutral,Adult Wear - Women,Multi Color / Others,Pencils,Writing,362,207,661.0,306.0,10769,16824,69194.0,46146.0,40,C,5.0,5.0,5.0,8.0,11.0,12.0,0,,0,0,0,0,0,3,40,1144.0,0.01048951048951049,0.01932367149758454
Mom Pants,M,7631,38.0,2022-09-21,9,Pencil Me In,Spring,Regular,Neutral,Adult Wear - Women,Multi Color / Others,Pencils,Writing,659,423,1199.0,683.0,10769,16824,69194.0,46146.0,50,C,5.0,7.0,7.0,11.0,13.0,13.0,0,,0,0,0,0,0,3,50,1144.0,0.011363636363636364,0.024154589371980676
Footie,0 - 3 Months,7599,36.0,2022-09-21,9,Pencil Me In,Winter,Regular,Neutral,Neutral,Multi Color / Others,Pencils,Writing,820,1673,1346.0,2202.0,10769,16824,69194.0,46146.0,60,C,9.0,11.0,15.0,49.0,57.0,58.0,0,,0,0,0,1,1,3,60,1144.0,0.050699300699300696,0.028985507246376812
Footie,9 - 12 Months,7602,36.0,2022-09-21,9,Pencil Me In,Winter,Regular,Neutral,Neutral,Multi Color / Others,Pencils,Writing,1568,1679,2917.0,2360.0,10769,16824,69194.0,46146.0,80,C,8.0,10.0,11.0,41.0,73.0,72.0,0,,0,0,0,1,1,3,80,1144.0,0.06293706293706294,0.03864734299516908
Romper,6 - 9 Months,7608,36.0,2022-09-21,9,Pencil Me In,Winter,Regular,Neutral,Neutral,Multi Color / Others,Pencils,Writing,1328,2000,2339.0,2679.0,10769,16824,69194.0,46146.0,80,C,6.0,6.0,7.0,18.0,23.0,24.0,0,,0,0,0,1,1,3,80,1144.0,0.02097902097902098,0.03864734299516908
Romper,9 - 12 Months,7609,36.0,2022-09-21,9,Pencil Me In,Winter,Regular,Neutral,Neutral,Multi Color / Others,Pencils,Writing,1568,1679,2917.0,2360.0,10769,16824,69194.0,46146.0,80,C,19.0,20.0,22.0,48.0,69.0,69.0,0,,0,0,0,1,1,3,80,1144.0,0.06031468531468531,0.03864734299516908
Baby Dress,12 - 18 Months,7615,38.0,2022-09-21,9,Pencil Me In,Winter,Regular,Neutral,Girl,Multi Color / Others,Pencils,Writing,2187,1727,4557.0,2419.0,10769,16824,69194.0,46146.0,60,C,7.0,7.0,7.0,9.0,11.0,11.0,0,,0,0,0,1,1,3,60,1144.0,0.009615384615384616,0.028985507246376812
Mom Pants,S,7630,38.0,2022-09-21,9,Pencil Me In,Spring,Regular,Neutral,Adult Wear - Women,Multi Color / Others,Pencils,Writing,500,320,977.0,447.0,10769,16824,69194.0,46146.0,50,C,3.0,3.0,3.0,6.0,8.0,8.0,0,,0,0,0,0,0,3,50,1144.0,0.006993006993006993,0.024154589371980676
Footie,Newborn,7598,36.0,2022-09-21,9,Pencil Me In,Spring,Regular,Neutral,Neutral,Multi Color / Others,Pencils,Writing,386,630,550.0,753.0,10769,16824,69194.0,46146.0,40,C,3.0,3.0,4.0,8.0,15.0,15.0,0,,0,0,0,0,1,3,40,1144.0,0.013111888111888112,0.01932367149758454
Footie,18 - 24 Months,7604,36.0,2022-09-21,9,Pencil Me In,Spring,Regular,Neutral,Neutral,Multi Color / Others,Pencils,Writing,2216,1382,4371.0,1888.0,10769,16824,69194.0,46146.0,60,C,7.0,8.0,9.0,49.0,55.0,57.0,0,,0,0,0,1,1,3,60,1144.0,0.049825174825174824,0.028985507246376812
Footie,12 - 18 Months,7603,36.0,2022-09-21,9,Pencil Me In,Spring,Regular,Neutral,Neutral,Multi Color / Others,Pencils,Writing,2187,1727,4557.0,2419.0,10769,16824,69194.0,46146.0,80,C,7.0,10.0,11.0,64.0,81.0,79.0,0,,0,0,0,1,1,3,80,1144.0,0.06905594405594405,0.03864734299516908
Romper,12 - 18 Months,7610,36.0,2022-09-21,9,Pencil Me In,Spring,Regular,Neutral,Neutral,Multi Color / Others,Pencils,Writing,2187,1727,4557.0,2419.0,10769,16824,69194.0,46146.0,80,C,24.0,22.0,26.0,67.0,77.0,79.0,0,,0,0,0,1,1,3,80,1144.0,0.06905594405594405,0.03864734299516908
Toddler Dress,5/6Y,7627,52.0,2022-09-21,9,Pencil Me In,Winter,Regular,Neutral,Girl,Multi Color / Others,Pencils,Writing,706,471,1123.0,547.0,10769,16824,69194.0,46146.0,40,C,16.0,17.0,18.0,21.0,26.0,28.0,0,,0,0,1,0,0,3,40,1144.0,0.024475524475524476,0.01932367149758454
Baby Dress,3 - 6 Months,7613,38.0,2022-09-21,9,Pencil Me In,Fall,Regular,Neutral,Girl,Multi Color / Others,Pencils,Writing,1234,2499,2395.0,3446.0,10769,16824,69194.0,46146.0,50,C,2.0,2.0,3.0,4.0,5.0,5.0,0,,0,0,0,1,1,3,50,1144.0,0.004370629370629371,0.024154589371980676
Baby Dress,18 - 24 Months,7616,38.0,2022-09-21,9,Pencil Me In,Winter,Regular,Neutral,Girl,Multi Color / Others,Pencils,Writing,2216,1382,4371.0,1888.0,10769,16824,69194.0,46146.0,60,C,4.0,4.0,4.0,9.0,11.0,11.0,0,,0,0,0,1,1,3,60,1144.0,0.009615384615384616,0.028985507246376812
Pajama Set,7/8Y,7622,39.0,2022-09-21,9,Pencil Me In,Spring,Regular,Neutral,Neutral,Multi Color / Others,Pencils,Writing,522,361,855.0,420.0,10769,16824,69194.0,46146.0,30,C,6.0,5.0,5.0,9.0,14.0,14.0,0,,0,0,1,0,0,3,30,1144.0,0.012237762237762238,0.014492753623188406
Baby Dress,6 - 12 Months,7614,38.0,2022-09-21,9,Pencil Me In,Fall,Regular,Neutral,Girl,Multi Color / Others,Pencils,Writing,801,506,1307.0,583.0,10769,16824,69194.0,46146.0,60,C,10.0,9.0,9.0,9.0,9.0,9.0,0,,0,0,0,0,0,3,60,1144.0,0.007867132867132868,0.028985507246376812
Romper,0 - 3 Months,7606,36.0,2022-09-21,9,Pencil Me In,Summer,Regular,Neutral,Neutral,Multi Color / Others,Pencils,Writing,820,1673,1346.0,2202.0,10769,16824,69194.0,46146.0,70,C,1.0,1.0,2.0,5.0,11.0,11.0,0,,0,0,0,1,1,3,70,1144.0,0.009615384615384616,0.033816425120772944
Pajama Set,2T,7618,39.0,2022-09-21,9,Pencil Me In,Winter,Regular,Neutral,Neutral,Multi Color / Others,Pencils,Writing,2316,1301,4872.0,1716.0,10769,16824,69194.0,46146.0,60,C,14.0,14.0,15.0,21.0,35.0,36.0,0,,0,0,1,1,1,3,60,1144.0,0.03146853146853147,0.028985507246376812
Pajama Set,9/10Y,7623,39.0,2022-09-21,9,Pencil Me In,Winter,Regular,Neutral,Neutral,Multi Color / Others,Pencils,Writing,321,212,501.0,246.0,10769,16824,69194.0,46146.0,30,C,5.0,4.0,5.0,6.0,7.0,7.0,0,,0,0,1,0,0,3,30,1144.0,0.006118881118881119,0.014492753623188406
